id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-PI1003019-A2,"carbodiimidas e 2-(1,1-dimetiletil)-6-[[3-(1,1-dimetiletil)-2-hidroxi-5-metil fenil]metil-4-metilfenil] acrilato como estabilizadores de cor em adesivos termofundÍveis ",Rhein Chemie Rheinau Gmbh,"Christian Scheffner, Bernd Kray, Wilhelm Laufer, Serdar Uestuenbas",2009-09-02,2010-08-31,2013-04-16,,https://patents.google.com/patent/BRPI1003019A2/pt,
BR-112016022614-B1,Processos de produção de um produto de fermentação a partir de biomassa lignocelulósica ,"GranBio Intellectual Property Holdings, LLC","Theodora Retsina, Vesa Pylkkanen, Steven Rutherford, Jeanpierre Monclin",2015-02-19,2016-02-19,2024-01-30,,https://patents.google.com/patent/BR112016022614B1/pt,
BR-112012010669-A2,"processo para produzir agente de liberação de molde interno para material ótico, agente de liberação de molde interno para material ótico, e composição polimerizável incluindo o mesmo ","Mitsui Chemicals, Inc.","Nobuo Kawato, Mamoru Tanaka",2009-11-06,2010-11-04,2020-09-29,,https://patents.google.com/patent/BR112012010669A2/pt,
BR-112015024175-B1,"composição cosmética, processo para a maquilagem e/ou o cuidado dos lábios e dispositivo ",Oreal,"Henin Emilie, Lahousse Florence",2013-03-25,2014-03-25,2020-04-14,,https://patents.google.com/patent/BR112015024175B1/pt,
BR-112017005670-B1,"Processo de desidratação isomerizante de carga álcool primária, substituído em posição 2 por um grupamento alquila sobre um catalisador, compreendendo zeólita de tipo ferro ","IFP Energies Nouvelles, Total Research & Technology Feluy","Tom Vivien, Sylvie Maury, Vincent Coupard, Delphine Bazer-Bachi, Nikolai Nesterenko, Nadiya Danila",2014-09-26,2015-09-22,2021-10-26,,https://patents.google.com/patent/BR112017005670B1/pt,
BR-112016001777-B1,"Sistema de reator para a fermentação de um substrato gasoso, e, métodos para melhorar a transferência de massa de um substrato gasoso e para reduzir a espuma no espaço superior de um recipiente de fermentação ",Lanzatech New Zealand Limited,"Xueliang Li, Simon Trevethick, Benjamin James Cossey",2013-07-29,2014-07-28,2021-06-01,,https://patents.google.com/patent/BR112016001777B1/pt,https://patentimages.storage.googleapis.com/78/4e/4f/72bd026a88dd6a/img0005.png
BR-PI0908069-B1,"método para tratar uma formação contendo hidrocarbonetos, e, composição de recuperação de hidrocarbonetos ",Shell Int Research,"Herbert Raney Kirk, Carl Semple Thomas",2008-02-07,2009-02-06,2018-12-04,,https://patents.google.com/patent/BRPI0908069B1/pt,
BR-112015007988-B1,"Composição de revestimento aquosa, e, uso de um oligômero ",Basf Se,Elvira Stesikova,2012-10-11,2013-10-08,2021-12-07,,https://patents.google.com/patent/BR112015007988B1/pt,
BR-112019009111-A2,método para a preparação de açúcares fermentáveis a partir de biomassa lignocelulósica ,Inbicon As,"Frederike Gossmann Anna, Granly Hansen Anna, Risbjerg Sørensen Hanne, Larsen Jan, Haubjerg Mogensen Kit, Thirup Laila, Villadsgaard Toft Lars, Dan Jeppesen Martin",2016-11-04,2017-11-06,2019-10-15,,https://patents.google.com/patent/BR112019009111A2/pt,
BR-112015018196-B1,"composição de óleo combustível, seus usos, e concentrado ",Evonik Oil Additives Gmbh,"Frank-Olaf Mähling, Ronny Sondjaja, Brian Hess, Julien Couet, Dennis Thong",2013-02-04,2014-02-03,2020-10-13,,https://patents.google.com/patent/BR112015018196B1/pt,
BR-112020022662-A2,compostos de azabenzimidazol e farmacêuticos ,"Nippon Shinyaku Co., Ltd.","Kouya Oikawa, Sho HIRAI, Kazuhiko Wakita, Akiko Fujibayashi",2018-05-08,2019-05-07,2021-02-09,,https://patents.google.com/patent/BR112020022662A2/pt,
BR-112017010641-A2,leveduras fermentativas de etanol altamente eficientes ,Honda Motor Co Ltd,"Koike Iku, Kurihara Ikumi, Imai Tomohiro, Tsuchida Yoshiki",2014-12-05,2014-12-05,2017-12-26,,https://patents.google.com/patent/BR112017010641A2/pt,
BR-112015023657-A2,método para produção de etanol a partir de biomassa celulósica ,Cosmo Oil Co Ltd,"Nagasaki Hiroshi, Suzuki Yuya",2013-03-15,2014-02-28,2017-07-18,,https://patents.google.com/patent/BR112015023657A2/pt,
BR-112015005339-B1,uso de óleo de semente de synsepalum dulcificum como um ingrediente ativo ,"Miracle Fruit Oil, L.L.C.","Elizabeth Resnick, Lionel Resnick, Adam Resnick",2012-09-14,2013-09-12,2021-05-18,,https://patents.google.com/patent/BR112015005339B1/pt,https://patentimages.storage.googleapis.com/37/37/fe/687578b051130a/img0016.png
BR-112016008284-B1,Método para estimular uma formação subterrânea penetrada por poço ,Baker Hughes Incorporated,"D.V. Satyanarayana Gupta, Paul S. Carman, Minh Vo",2013-10-23,2014-08-27,2021-12-21,,https://patents.google.com/patent/BR112016008284B1/pt,https://patentimages.storage.googleapis.com/9e/73/dd/01cc7b39399376/img0003.png
BR-112013006255-B1,composição à base de ferroceno para extinguir fogo ,"Xi'an Westpeace Fire Technology Co., Ltd.","Hongbao Guo, Honghong Liu",2010-09-16,2011-09-07,2021-01-19,,https://patents.google.com/patent/BR112013006255B1/pt,
BR-102013024720-B1,"composição espumante com propriedades de modificação da capacidade umectante e inibidoras da corrosão para altas temperaturas e condições de salinidade ultra-elevada, e, uso de composições espumantes com propriedades de modificação da capacidade umectante e inibidoras da corrosão ",Instituto Mexicano Del Petróleo,"Raúl HERNÁNDEZ ALTAMIRANO, Luis Silvestre Zamudio Rivera, Violeta Yasmín Mena Cervantes, Erick Emanuel Luna Rojero, Enrique Serrano Saldaña, José Manuel Martínez Magadán, Raúl OVIEDO ROA, David Aarón Nieto Alvarez, Eduardo Buenrostro González, Rodolfo CISNEROS DEVORA, María Del Pilar Arzola García, Mirna PONS JIMÉNEZ, América Elizabeth Mendoza Aguilar, Sung Jae Ko Kim, Jorge Francisco Ramírez Pérez, Tomás Eduardo Chávez Miyauchi, Yosadara Ruiz Morales",2012-12-05,2013-09-26,2021-05-25,,https://patents.google.com/patent/BR102013024720B1/pt,https://patentimages.storage.googleapis.com/27/29/7e/b02991a76fba87/img0113.png
BR-112021015353-A2,Inibidores de fosfoinositídeo 3-cinase tópicos ,"Venthera, Inc.","Ahmed F. Abdel-Magid, Agis Kydonieus, Thomas Rossi, Hock S. Tan",2019-02-06,2020-02-05,2021-10-05,,https://patents.google.com/patent/BR112021015353A2/pt,
BR-112012006612-A2,processo para conservar uma solução de carboidrato contra microorganismos ,E.I. Du Pont De Nemours And Company,"Eric Guy Sumner, Derrick Okull, Ethan Baruch Solomon",2009-09-25,2010-09-27,2020-08-18,,https://patents.google.com/patent/BR112012006612A2/pt,
BR-112012003915-B1,Cosmetic composition for keratin fibers ,L'oreal,"Misu Daisuke, Kitano Satoshi, Yamada Hidetoshi",2009-08-25,2009-08-25,2017-07-25,,https://patents.google.com/patent/BR112012003915B1/pt,
BR-PI1009565-B1,"""precursor de catalisador e catalisador de metal misto sulfídico bruto seus métodos de fabricação e uso em conversão de gás de síntese em álcool."" ",Albemarle Europe Sprl,"Janbroers Stephan, Gerardus Oogjen Bob, Willem Homan Free Harmannus, Eijsbouts-Spickova Sona, Evert Winkel Edgar, Nuberg Edwin, Lodewijk Plantenga Frans",2009-03-06,2010-03-05,2018-05-02,,https://patents.google.com/patent/BRPI1009565B1/pt,
BR-112012013069-B1,Processo para preparar isocianatos aromáticos. ,Basf Se,"Ströfer Eckhard, Leschinski Julia, Abdallah Radwan, Franzke Axel, Bock Michael, Mattke Torsten",2009-12-04,2010-12-03,2018-05-22,,https://patents.google.com/patent/BR112012013069B1/pt,
BR-112016004236-B1,Método para determinar a presença ou ausência de um medicamento de abuso ou metabólito em amostras de cabelo ,"Psychemedics Corporation, Virginia Hill, Michael I. Schaffer, Elvan Loni, Gary Neil Stowe","Virginia Hill, Michael I. Schaffer, Elvan Loni, Gary Neil Stowe",2013-08-28,2014-08-28,2022-12-13,,https://patents.google.com/patent/BR112016004236B1/pt,https://patentimages.storage.googleapis.com/3e/03/87/216c4340577dc8/img0016.png
BR-112015006692-A2,"formulação de nanodispersão, método para administrar uma formulação de nanodispersão líquida de taxina livre de etanol em um indivíduo, e, kit. ",Teikoku Pharma Usa Inc,Nabeta Kiichiro,2012-10-01,2013-09-30,2017-08-08,,https://patents.google.com/patent/BR112015006692A2/pt,
BR-112015026960-B1,Métodos para a produção de intermediários reativos a partir de biomassa e para a solubilização e conversão catalítica combinadas de biomassa ,The Regents Of The University Of California,"Charles M. Cai, Charles E. Wyman, Taiying Zhang, Rajeev Kumar",2013-04-27,2014-04-25,2021-07-27,,https://patents.google.com/patent/BR112015026960B1/pt,https://patentimages.storage.googleapis.com/31/93/f5/3af8aa125a1a45/img0014.png
BR-PI0718641-B1,Method for converting a cellulosic material into glucose or cellobiose ,"Danisco Us Inc., Genencor Division","Kelemen Bradley, A. Larenas Edmund, Mitchinson Colin",2006-11-13,2007-11-13,2017-09-12,,https://patents.google.com/patent/BRPI0718641B1/pt,
BR-PI0709758-A2,organismos termofÍlicos para conversço de biomassa lignocelulàsica em etanol ,Dartmouth College,"Arthur Josephus Shaw, Sunil G Desai, Lee R Lynd, Mikhail V Tyurin, Kara Podkaminer, John Bardsley, David Anthony Hogsett",2006-05-01,2007-05-01,2011-07-26,,https://patents.google.com/patent/BRPI0709758A2/pt,
BR-112020012002-A2,diazaindole compounds ,Bristol-Myers Squibb Company,"Alaric J. Dyckman, Dharmpal S. Dodd, Christopher P. Mussari, Brian K. Whiteley, Sreekantha Ratna Kumar, Anupama Kandhi Ramachandra Reddy",2017-12-20,2018-12-18,2020-11-17,,https://patents.google.com/patent/BR112020012002A2/en,
BR-112012009310-B1,"compound derived from 2-oxo-1-pyrrolidinyl imidazothiadiazole, use thereof and pharmaceutical composition comprising the same ",Ucb Biopharma Sprl,"Yannick Quesnel, Laurent Turet, Joël Mercier",2009-10-23,2010-10-21,2021-01-12,,https://patents.google.com/patent/BR112012009310B1/en,
BR-112017001021-B1,"Composição antiaderente para uso em superfícies, e, lenço ","Kimberly-Clark Worldwide, Inc.","Vinod Chaudhary, Kathleen Clare Engelbrecht, Amy Lynn Vandenheuvel, David William Koenig, Divesh Bhatt, Scott W. Wenzel, Paige Nicole Anunson, Stacy A. Mundschau",2014-07-31,2015-04-01,2022-01-25,,https://patents.google.com/patent/BR112017001021B1/pt,
BR-PI0908470-B1,Aparelhagem para tratar resíduos sólidos continuamente e método para tratar resíduos sólidos continuamente. ,Reclaim Resources Limited,Philip Hall,2008-01-31,2009-02-02,2019-04-02,,https://patents.google.com/patent/BRPI0908470B1/pt,
BR-PI0617368-A2,"mÉtodo e sistema para produzir, converter e armazenar energia ",Morphic Technologies Ab,"Dan Borgstroem, Olof Dahlberg",2005-10-14,2006-10-13,2011-07-26,,https://patents.google.com/patent/BRPI0617368A2/pt,
BR-112016008193-B1,Método para remoção de sox de gás com o uso de solução de complexo álcool-amina ,"Beijing Boyuan Hengsheng High-Technology Co., Ltd, Yongfeng Boyuan Industry Co. Ltd., Jiangxi Province, Peking University","Xionghui Wei, Meihua ZOU, Shaoyang SUN, Yong Sun, Jiaxu LIU, Jun Wang, Jianbai XIAO, Lifang Li, Li Chen, Chun Hu, Xiangbin LI, Mingjin WAN",2013-10-15,2014-10-13,2021-11-09,,https://patents.google.com/patent/BR112016008193B1/pt,https://patentimages.storage.googleapis.com/ca/77/71/c3eddc8a1d8126/img0021.png
BR-112012004300-B1,Preparação de ácido acético. ,"Lyondellbasell Acetyls, Llc.","E. Fitzpatrick Michael, Tu Nguyen Chuc, J. Brtko Wayne, A. Salisbury Brian",2009-08-27,2010-07-19,2018-04-17,,https://patents.google.com/patent/BR112012004300B1/pt,
BR-PI0913547-A2,"célula bacteriana ácido-lática recombinante, método para a produção de 2-butanol e método para a produção de 2-butanona ",Butamax Advanced Biofuels Llc,Brian James Paul,2008-09-29,2009-09-29,2020-08-18,,https://patents.google.com/patent/BRPI0913547A2/pt,
BR-112019010909-A2,compostos medicinais e suplementos nutricionais à base de plantas de ação rápida ,Receptor Holdings Inc,"Leone-Bay Andrea, WESNER Gregory",2016-12-02,2017-10-06,2019-10-01,,https://patents.google.com/patent/BR112019010909A2/pt,
BR-112015020049-B1,Composição na forma de uma emulsão óleo-em-água e processos cosméticos ,L'oreal,"Odile Aubrun, Fabrice Springinsfeld",2013-02-21,2014-02-14,2020-02-27,,https://patents.google.com/patent/BR112015020049B1/pt,
BR-112019013743-A2,compostos medicinais e suplementos nutricionais ,Receptor Holdings Inc,"Leone-Bay Andrea, WESNER Gregory",2017-01-03,2018-01-03,2020-01-21,,https://patents.google.com/patent/BR112019013743A2/pt,
BR-PI0924997-B1,Método para preparar um composto de éster do ácido 1-aril-2- tetrazoil etil carbâmico ,"Sk Biopharmaceuticals Co., Ltd","Nahm Ryune Cho, Ju Young Lee, Se Il Lee, Hyun Seok Lee, Dong Ho Lee, Hui Ho Kim, Dae Won Lee, Moo Yong Uhm, Sang Chul Lim",2009-06-22,2009-10-14,2024-01-16,,https://patents.google.com/patent/BRPI0924997B1/pt,
BR-PI0803013-A2,processo para a determinaÇço de um teor de Álcool ,Bosch Gmbh Robert,"Jens Schneider, Heinz Fuchs",2007-06-13,2008-06-13,2010-03-02,,https://patents.google.com/patent/BRPI0803013A2/pt,
BR-PI0917754-B1,composição de cuidado pessoal de espumação ,Kimberly Clark Co,"Thomas Cunningham Corey, Richard Seidling Jeffery, Donald Johnson Kroy, Anne Lemke Sarah, W Wenzel Scott",2008-12-16,2009-11-22,2019-12-03,,https://patents.google.com/patent/BRPI0917754B1/pt,
BR-PI0610509-A2,tratamento de dependência a drogas ,Wyeth Corp,Sharon Rosenzweig-Lipson,2005-04-22,2006-04-21,2010-06-29,,https://patents.google.com/patent/BRPI0610509A2/pt,
BR-PI0915500-A2,derivado heterocíclico contendo enxofre tendo atividade inibitória de beta secretase ,Shionogi & Co,"Hori Akihiro, Fujikoshi Chiaki, Matsumoto Sae, Yonezawa Shuji, Ueno Tatsuhiko, Kato Terukazu, Kooriyama Yuuji",2008-06-13,2009-06-11,2019-08-27,,https://patents.google.com/patent/BRPI0915500A2/pt,
BR-102016026797-A2,preparação cosmética ,Beiersdorf Ag,"Eitrich Anja, Pasternak Anja, Göddertz Dominik, Schade Juliane, Reiter Katharina, Sprock Sarah",2015-11-25,2016-11-16,2017-05-30,,https://patents.google.com/patent/BR102016026797A2/pt,
BR-PI0808634-A2,"Compostos tricíclicos, composições e métodos. ",Pfizer Prod Inc,"Rajesh Venkateswaran Devraj, Gary A De Crescenzo, Xiao Hu, Kevin Dewayne Jerome, Mark Gerard Obukowicz, Lisa Olson, Paul Vincent Rucker, Ronald Keith Webber",2007-02-02,2008-01-25,2014-08-05,,https://patents.google.com/patent/BRPI0808634A2/pt,
BR-PI0714126-A2,prognàstico de infarto do miocÁrdio seguido de insuficiÊncia cardÍaca atravÉs de perfilamento de protease e de inibidor de protease ,Musc Found For Res Dev,"Francis G Spinale, Robert E Stroud, Michael R Zile",2006-07-11,2007-07-11,2012-12-25,,https://patents.google.com/patent/BRPI0714126A2/pt,
BR-112014019344-B1,Solução aquosa que absorve eficientemente erecupera dióxido de carbono no gás de exaustão e método para recuperar o dióxido de carbono usando a mesma ,Nippon Steel Corporation,"Takayuki Higashii, Firoz Alam Chowdhury, Kazuya Goto, Masami Onoda, Yoichi Matsuzaki",2012-02-08,2013-02-07,2021-04-27,,https://patents.google.com/patent/BR112014019344B1/pt,
BR-112021008197-A2,suspensão de edaravone para administração oral ,Mitsubishi Tanabe Pharma Corporation,"Tetsuo Hayama, Tomohiro Takahashi, Tomoyuki Omura, Kouji Hayashi, Munetomo Matsuda, Tadashi Miyazawa",2018-11-02,2019-11-01,2021-08-03,,https://patents.google.com/patent/BR112021008197A2/pt,
BR-PI0819152-B1,composição farmacêutica tópica ,Novartis Ag,"Caillet-Bois Fabienne, Rault Isabelle, Steiger Michel",2007-10-30,2008-10-27,2019-02-05,,https://patents.google.com/patent/BRPI0819152B1/pt,
BR-112015013542-B1,Processo de produção de acrilato de alquila ,Arkema France,"Alain Riondel, Coralie Graire, Marc Esch, André Levray",2012-12-17,2013-12-16,2020-09-24,,https://patents.google.com/patent/BR112015013542B1/pt,https://patentimages.storage.googleapis.com/6f/19/90/4f0d4ffda189a8/img0004.png
BR-112013015949-B1,Composição de gordura e/ou óleo ,Kao Corporation,"Rika Homma, Kazuichi Tomonobu",2010-12-21,2011-12-20,2019-08-20,,https://patents.google.com/patent/BR112013015949B1/pt,
BR-112012029753-B1,"método para absorver líquidos hidrofóbicos, e, uso de uma espuma de poliuretano ",Basf Se,"Cristadoro Anna, Van Der Net Antje, Bruchmann Bernd, Leberfinger Marcus, Mohmeyer Nils, Fritz Ralf",2010-05-27,2011-05-18,2020-04-22,,https://patents.google.com/patent/BR112012029753B1/pt,
BR-PI0904749-A2,"processo de coloração artificial da pele, mistura de corantes lipófilos e composição destinada à coloração artificial da pele ",Oreal,"Guillaume Cassin, Sayeh Pourhamidi, Ne Ir Elguidj",2008-12-01,2009-11-27,2010-11-03,,https://patents.google.com/patent/BRPI0904749A2/pt,
BR-112014028498-B1,Composição cosmética e processo cosmético para a maquiagem ,L'oreal,"Stéphane Arditty, Frédéric Auguste, Virginie Perez Nowak",2012-06-21,2013-06-21,2019-09-17,,https://patents.google.com/patent/BR112014028498B1/pt,
BR-112020015795-A2,Composição de tinta cosmética compreendendo um modificador de tensão superficial ,The Procter & Gamble Company,"Janette Villalobos Lingoes, Thomas Elliot Rabe, Matthew Joseph LINSER, Travis Kyle Hodgdon, Ajay Suthar",2018-02-01,2019-02-01,2020-12-15,,https://patents.google.com/patent/BR112020015795A2/pt,
BR-PI0706947-B1,método de preparação de uma composição de micropartícula ,"Ansun Biopharma, Inc","Michael P. Malakhov, Fang Fang",2006-01-24,2007-01-24,2021-02-09,,https://patents.google.com/patent/BRPI0706947B1/pt,
BR-112016013580-B1,"Composição, metodo para a preparaqao de uma mistura em tanque, metodo para o tratamento do vegetal, uso de pelo menos um alcool graxo e uso de uma composição ",Basf Se,"Maarten Staal, Terrance Cannan",2013-12-18,2014-12-17,2020-11-24,,https://patents.google.com/patent/BR112016013580B1/pt,
BR-PI0906064-B1,"peptídeo, processo para obtenção de um peptídeo de fórmula geral (i), composição cosmética ou farmacêutica e uso de um peptídeo de fórmula geral (i) ",Lipotec Sa,"Ferrer Montiel Antonio, Carreño Seraïma Cristina, Cebriàn Puche Juan, Almiñana Domènech Nuria, Garcìa Sanz Nuria, Van Den Nest Win",2008-02-29,2009-02-27,2020-04-14,,https://patents.google.com/patent/BRPI0906064B1/pt,
BR-112020003283-A2,derivados de quinoxalina como antagonistas do re-ceptor de adenosina ,Merck Patent Gmbh,"Eva-Maria TANZER, Kai Schiemann, Markus Klein",2017-08-21,2018-08-20,2020-08-25,,https://patents.google.com/patent/BR112020003283A2/pt,
